GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-1626157-1628384-1628404-1628969-1628973-,K. Towns - O. Anunoby - J. Hart - M. Bridges - J. Brunson,1610612752,NYK,12,10,2,0.833,205.0,117.4,118.8,109.3,108.9,8.1,9.9,0.663,2.38,21.3,0.24,0.743,0.5,0.126,0.595,0.626,97.8,97.34,81.12,414,0.572,1,1,111,85,1,42,74,56,39,12,28,61,54,57,64,43,43,71,59,613930
Lineups,-1626157-1628404-1628969-1628973-1630540-,K. Towns - J. Hart - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,6,5,1,0.833,32.0,121.2,120.6,112.4,111.3,8.8,9.3,0.704,2.38,20.9,0.3,0.7,0.5,0.127,0.57,0.606,94.2,94.89,79.08,63,0.533,3,3,84,85,2,41,77,58,32,13,29,54,57,57,65,48,49,80,67,94845
Lineups,-1626157-1628384-1628404-1628973-1630540-,K. Towns - O. Anunoby - J. Hart - J. Brunson - M. McBride,1610612752,NYK,5,4,1,0.8,30.0,135.0,136.9,80.7,77.4,54.3,59.5,0.548,1.89,18.5,0.385,0.667,0.559,0.138,0.632,0.685,99.6,100.9,84.08,65,0.837,5,5,84,88,3,27,45,20,47,21,41,41,60,54,66,36,33,61,33,90625
Lineups,-1628404-1628969-1628973-1629011-1630540-,J. Hart - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,4,3,1,0.75,22.0,130.4,130.2,121.7,116.3,8.6,14.0,0.524,2.2,17.7,0.381,0.737,0.55,0.116,0.625,0.637,92.0,94.17,78.48,43,0.534,7,10,84,90,4,32,81,52,48,14,45,42,55,55,62,37,40,83,66,65750
Lineups,-1626157-1628384-1628969-1628973-1629013-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,3,3,0,1.0,21.0,160.6,162.8,61.9,61.5,98.6,101.3,0.44,3.67,18.3,0.4,0.905,0.694,0.07,0.784,0.803,96.0,95.55,79.62,43,1.054,13,10,1,1,5,17,30,7,61,3,42,39,37,26,57,18,19,78,13,61790
Lineups,-203903-1628384-1628973-1629011-1630540-,J. Clarkson - O. Anunoby - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,5,4,1,0.8,17.0,134.7,130.3,77.3,72.2,57.4,58.1,0.333,2.5,10.6,0.45,0.737,0.59,0.061,0.533,0.567,91.3,96.05,80.04,33,0.877,5,5,84,88,6,31,40,21,67,10,67,37,55,49,56,55,56,77,30,51725
Lineups,-1629013-1630574-1642278-1642359-1642885-,L. Shamet - A. Hukporti - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,2,2,0,1.0,13.0,106.6,107.4,90.2,84.6,16.5,22.8,0.727,1.6,20.5,0.308,0.833,0.56,0.185,0.543,0.575,95.6,98.22,81.85,27,0.72,24,22,1,1,7,53,49,45,31,22,31,52,41,53,83,54,53,67,41,38850
Lineups,-1628384-1628404-1628969-1628973-1629011-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,7,6,1,0.857,13.0,114.4,97.0,116.4,109.4,-1.9,-12.4,0.667,2.0,19.5,0.0,0.75,0.462,0.121,0.65,0.668,107.6,120.46,100.39,33,0.553,2,2,84,84,7,69,75,84,33,15,39,64,49,80,63,33,34,30,61,38850
Lineups,-1628384-1628404-1628969-1628973-1629013-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,4,4,0,1.0,12.0,107.8,93.1,83.3,89.7,24.5,3.4,0.571,0.8,11.8,0.125,0.667,0.5,0.172,0.5,0.642,110.9,114.33,95.28,29,0.809,7,5,1,1,9,70,53,62,45,41,63,63,60,57,81,56,37,38,35,36525
Lineups,-1630574-1631110-1642278-1642359-1642885-,A. Hukporti - J. Sochan - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,2,2,0,1.0,11.0,66.6,65.4,132.2,133.3,-65.6,-67.9,0.667,0.57,12.1,0.273,0.9,0.571,0.269,0.406,0.435,105.1,105.73,88.11,26,0.146,24,22,1,1,10,83,87,95,33,44,62,55,38,51,93,73,77,57,85,34050
Lineups,-203903-1628384-1629011-1629013-1630540-,J. Clarkson - O. Anunoby - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,2,1,1,0.5,11.0,122.6,115.0,136.0,145.0,-13.4,-30.0,0.375,1.0,11.5,0.333,0.667,0.5,0.15,0.588,0.613,90.3,90.14,75.12,20,0.29,24,41,84,95,11,46,95,87,66,29,64,44,60,57,73,45,47,97,81,31950
Lineups,-203903-1626157-1628404-1629013-1630631-,J. Clarkson - K. Towns - J. Hart - L. Shamet - J. Alvarado,1610612752,NYK,2,2,0,1.0,10.0,125.0,114.3,105.9,105.3,19.1,9.0,0.8,2.67,23.5,0.5,1.0,0.722,0.143,0.579,0.566,92.2,96.81,80.67,21,0.616,24,22,1,1,14,48,69,59,24,9,23,22,1,21,67,46,57,73,53,29750
Lineups,-1626157-1628404-1629013-1630540-1630631-,K. Towns - J. Hart - L. Shamet - M. McBride - J. Alvarado,1610612752,NYK,3,3,0,1.0,10.0,109.5,121.1,93.4,94.7,16.2,26.3,0.6,0.0,20.7,0.308,0.7,0.478,0.0,0.5,0.5,97.3,91.81,76.51,19,0.593,13,10,1,1,13,40,56,41,41,51,30,52,57,79,1,56,67,95,57,29800
Lineups,-1626157-1628404-1628969-1628973-1629013-,K. Towns - J. Hart - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,3,3,0,1.0,10.0,137.5,128.6,66.7,63.2,70.8,65.4,1.0,9.0,28.1,0.25,0.769,0.571,0.048,0.618,0.687,86.7,92.16,76.8,21,0.935,13,10,1,1,12,34,31,19,1,1,12,56,48,51,54,41,32,94,26,31250
Lineups,-203903-1626157-1628404-1628973-1630540-,J. Clarkson - K. Towns - J. Hart - J. Brunson - M. McBride,1610612752,NYK,6,5,1,0.833,9.0,101.2,100.0,83.5,73.7,17.7,26.3,0.875,3.5,25.0,0.25,0.833,0.6,0.1,0.563,0.563,101.9,108.82,90.68,20,0.683,3,3,84,85,18,55,41,41,23,4,13,56,41,42,60,49,58,52,46,25805
Lineups,-203903-1626157-1628384-1628969-1630631-,J. Clarkson - K. Towns - O. Anunoby - M. Bridges - J. Alvarado,1610612752,NYK,4,4,0,1.0,9.0,110.1,105.0,50.6,47.6,59.5,57.4,0.667,1.33,14.3,0.364,0.9,0.619,0.15,0.469,0.55,105.7,111.61,93.01,20,1.571,7,5,1,1,17,54,23,22,33,26,53,43,38,40,73,70,59,45,5,26450
Lineups,-1628969-1628973-1629011-1629013-1630540-,M. Bridges - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,3,3,0,1.0,9.0,112.1,115.0,103.0,105.6,9.0,9.4,0.75,1.5,18.8,0.545,0.667,0.6,0.2,0.594,0.589,98.7,96.27,80.23,20,0.597,13,10,1,1,15,46,70,57,26,23,40,21,60,42,84,44,51,76,55,28420
Lineups,-1628384-1628969-1628973-1629011-1629013-,O. Anunoby - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,4,4,0,1.0,9.0,113.4,100.0,90.7,88.9,22.7,11.1,0.429,0.75,11.5,0.5,1.0,0.714,0.2,0.654,0.639,92.4,99.49,82.91,20,0.698,7,5,1,1,16,55,52,53,62,42,64,22,1,22,84,32,38,66,44,27500
Lineups,-203903-1626157-1628384-1628973-1630540-,J. Clarkson - K. Towns - O. Anunoby - J. Brunson - M. McBride,1610612752,NYK,4,3,1,0.75,8.0,103.1,100.0,120.6,100.0,-17.5,0.0,0.6,1.0,11.1,0.4,0.455,0.429,0.15,0.462,0.575,99.9,110.77,92.31,20,0.511,7,10,84,90,19,55,57,63,41,29,66,39,79,81,73,71,54,48,69,25350
Lineups,-1628384-1628404-1628973-1629011-1630540-,O. Anunoby - J. Hart - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,1,1,0,1.0,8.0,139.9,143.8,116.0,105.9,23.9,37.9,0.333,0.6,13.0,0.667,0.75,0.7,0.313,0.733,0.745,96.9,100.04,83.37,16,0.522,48,41,1,1,20,24,71,37,67,43,61,11,49,25,96,26,27,65,68,23750
Lineups,-203903-1630574-1642278-1642359-1642885-,J. Clarkson - A. Hukporti - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,1,1,0,1.0,7.0,127.7,126.7,114.2,106.3,13.4,20.4,0.571,1.33,18.2,0.429,0.833,0.615,0.2,0.643,0.638,103.8,108.09,90.07,15,0.542,48,41,1,1,23,36,72,46,45,26,43,38,41,41,84,34,39,53,62,20650
Lineups,-203903-1628404-1628973-1629011-1630540-,J. Clarkson - J. Hart - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,3,3,0,1.0,7.0,128.9,117.6,81.4,77.8,47.5,39.9,0.286,2.0,8.0,0.462,1.0,0.65,0.059,0.563,0.512,108.8,116.4,97.0,17,0.636,13,10,1,1,22,43,46,36,73,15,72,36,1,38,55,49,62,34,51,21650
Lineups,-1628404-1628973-1629011-1629013-1630540-,J. Hart - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,2,2,0,1.0,7.0,158.5,169.2,116.6,120.0,41.9,49.2,0.625,2.5,23.8,0.6,0.5,0.533,0.154,0.769,0.793,97.1,92.69,77.24,13,0.648,24,22,1,1,21,13,85,32,40,10,22,17,75,56,76,20,20,90,50,21750
Lineups,-203903-1626157-1628404-1630540-1630631-,J. Clarkson - K. Towns - J. Hart - M. McBride - J. Alvarado,1610612752,NYK,1,1,0,1.0,6.0,66.7,66.7,73.5,66.7,-6.9,0.0,0.5,1.0,13.3,0.167,1.0,0.583,0.167,0.4,0.4,97.5,102.25,85.21,12,0.6,48,41,1,1,26,78,32,63,49,29,60,62,1,50,78,74,78,60,54,16900
Lineups,-1626157-1628404-1628969-1628973-1629011-,K. Towns - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,2,1,1,0.5,6.0,92.6,91.7,135.4,136.4,-42.8,-44.7,0.25,0.33,6.3,0.5,0.8,0.636,0.25,0.45,0.506,93.9,94.09,78.41,12,0.077,24,41,84,95,25,71,91,90,74,49,75,22,45,39,92,72,66,84,90,17600
Lineups,-1626157-1628404-1628969-1629011-1630631-,K. Towns - J. Hart - M. Bridges - M. Robinson - J. Alvarado,1610612752,NYK,3,3,0,1.0,6.0,142.3,140.0,93.7,86.7,48.6,53.3,0.5,1.33,18.2,0.5,0.875,0.714,0.2,0.692,0.711,107.1,112.21,93.51,15,0.746,13,10,1,1,24,25,51,26,49,26,43,22,40,22,84,29,31,42,39,19250
Lineups,-203903-1629013-1630540-1630574-1630631-,J. Clarkson - L. Shamet - M. McBride - A. Hukporti - J. Alvarado,1610612752,NYK,3,3,0,1.0,5.0,121.1,100.0,96.2,110.0,25.0,-10.0,0.5,0.0,6.7,0.5,0.25,0.4,0.0,0.375,0.496,90.6,92.73,77.28,11,0.375,13,10,1,1,27,55,76,83,49,51,74,22,85,82,1,76,75,89,75,16305
Lineups,-203903-1628384-1628973-1630540-1630574-,J. Clarkson - O. Anunoby - J. Brunson - M. McBride - A. Hukporti,1610612752,NYK,2,2,0,1.0,5.0,164.6,161.5,114.0,107.7,50.6,53.8,0.429,1.5,17.6,0.5,1.0,0.8,0.154,0.944,0.976,118.1,122.63,102.19,13,0.714,24,22,1,1,29,18,73,24,62,23,46,22,1,17,76,12,9,26,42,15265
Lineups,-203903-1628384-1628969-1628973-1629011-,J. Clarkson - O. Anunoby - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,3,3,0,1.0,5.0,100.0,90.9,133.8,145.5,-33.8,-54.5,0.6,1.0,20.0,0.333,0.6,0.5,0.273,0.625,0.625,97.9,98.08,81.73,11,0.256,13,10,1,1,28,72,96,91,41,29,32,44,72,57,94,37,44,68,82,16150
Lineups,-1626157-1628384-1629013-1630540-1630631-,K. Towns - O. Anunoby - L. Shamet - M. McBride - J. Alvarado,1610612752,NYK,2,1,1,0.5,5.0,147.1,145.5,70.9,70.0,76.2,75.5,1.0,3.0,33.3,0.333,1.0,0.714,0.182,0.778,0.81,101.7,102.86,85.71,11,0.907,24,41,84,95,31,22,39,16,1,5,2,44,1,22,82,19,18,59,27,14700
Lineups,-1628384-1628973-1629011-1629013-1630540-,O. Anunoby - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,2,1,1,0.5,5.0,110.3,109.1,97.8,75.0,12.5,34.1,0.6,3.0,21.4,0.0,0.7,0.5,0.091,0.556,0.607,97.0,111.14,92.62,11,0.737,24,41,84,95,30,52,42,40,41,5,27,64,57,57,58,52,48,47,40,14900
Lineups,-203903-1628404-1628969-1628973-1629011-,J. Clarkson - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,3,2,1,0.667,4.0,123.0,133.3,57.1,57.1,65.8,76.2,0.25,0.0,7.1,0.8,1.0,0.9,0.0,0.563,0.615,97.7,93.28,77.73,9,1.368,13,22,84,93,36,28,27,15,74,51,73,9,1,14,1,49,46,88,8,12350
Lineups,-203903-1626157-1628404-1628969-1630631-,J. Clarkson - K. Towns - J. Hart - M. Bridges - J. Alvarado,1610612752,NYK,2,1,1,0.5,4.0,163.9,150.0,114.2,112.5,49.7,37.5,0.4,0.0,15.4,0.6,1.0,0.75,0.0,0.556,0.581,99.9,105.21,87.67,8,0.692,24,41,84,95,39,19,78,38,64,51,50,17,1,18,1,52,52,58,45,10950
Lineups,-203903-1628969-1628973-1629011-1629013-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,2,2,0,1.0,4.0,157.7,140.0,61.5,60.0,96.2,80.0,0.8,4.0,25.0,0.5,0.75,0.667,0.1,0.75,0.788,103.9,111.5,92.92,10,1.094,24,22,1,1,33,25,28,14,24,2,13,22,49,27,60,21,21,46,12,12915
Lineups,-203903-1628969-1628973-1629011-1630540-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,1,1,0,1.0,4.0,152.1,145.5,91.7,91.7,60.4,53.8,0.4,2.0,15.4,0.0,0.6,0.5,0.091,0.833,0.84,121.5,124.04,103.37,11,0.766,48,41,1,1,32,22,55,25,64,15,50,64,72,57,58,13,15,25,36,13350
Lineups,-1628404-1628969-1628973-1629011-1629013-,J. Hart - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,1,1,0,1.0,4.0,102.5,100.0,92.2,90.0,10.2,10.0,0.667,1.0,15.4,0.25,1.0,0.5,0.2,0.5,0.571,113.3,116.13,96.77,10,0.591,48,41,1,1,35,55,54,54,33,29,50,56,1,57,84,56,55,35,58,12400
Lineups,-1626157-1628404-1628973-1629011-1630540-,K. Towns - J. Hart - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,2,2,0,1.0,4.0,126.9,111.1,75.0,66.7,51.9,44.4,0.75,0.0,23.1,0.25,1.0,0.5,0.0,0.571,0.635,105.9,120.0,100.0,9,0.844,24,22,1,1,40,50,32,34,26,51,24,56,1,57,1,47,41,32,32,10800
Lineups,-1626157-1628969-1628973-1629011-1630540-,K. Towns - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,3,3,0,1.0,4.0,204.1,200.0,174.4,150.0,29.7,50.0,0.5,0.0,20.0,0.667,1.0,0.75,0.0,0.714,0.761,75.0,82.29,68.57,6,0.489,13,10,1,1,37,3,97,27,49,51,32,11,1,18,1,27,24,101,70,12250
Lineups,-1626157-1628384-1628404-1628969-1630631-,K. Towns - O. Anunoby - J. Hart - M. Bridges - J. Alvarado,1610612752,NYK,2,2,0,1.0,4.0,126.9,111.1,60.0,66.7,66.9,44.4,0.75,0.0,25.0,0.0,0.4,0.25,0.0,0.643,0.635,105.1,105.8,88.16,9,0.893,24,22,1,1,37,50,32,34,26,51,13,64,80,89,1,34,41,56,28,12250
Lineups,-1629013-1630574-1630631-1642278-1642885-,L. Shamet - A. Hukporti - J. Alvarado - T. Kolek - M. Diawara,1610612752,NYK,1,1,0,1.0,4.0,71.4,83.3,120.2,166.7,-48.8,-83.3,0.5,0.5,10.0,0.6,0.143,0.333,0.333,0.357,0.357,102.6,80.37,66.98,6,0.087,48,41,1,1,41,76,102,97,49,45,68,17,86,84,97,79,80,102,88,10750
Lineups,-1629013-1630574-1631110-1642278-1642885-,L. Shamet - A. Hukporti - J. Sochan - T. Kolek - M. Diawara,1610612752,NYK,1,1,0,1.0,4.0,130.0,130.0,152.6,144.4,-22.6,-14.4,0.5,1.5,23.1,0.0,0.667,0.4,0.2,0.813,0.813,103.4,106.05,88.37,10,0.444,48,41,1,1,34,33,94,85,49,23,24,64,60,82,84,17,17,55,71,12900
Lineups,-203903-1628973-1629011-1629013-1630540-,J. Clarkson - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,2,2,0,1.0,3.0,105.4,100.0,102.5,100.0,3.0,0.0,1.0,2.0,20.0,0.333,0.667,0.5,0.143,0.5,0.527,92.8,96.7,80.58,7,1.167,24,22,1,1,50,55,57,63,1,15,32,44,60,57,67,56,61,74,10,8935
Lineups,-203903-1628404-1628973-1629011-1629013-,J. Clarkson - J. Hart - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,2,2,0,1.0,3.0,150.4,133.3,104.7,114.3,45.7,19.0,0.5,1.0,14.3,0.0,0.4,0.25,0.167,1.0,0.926,97.4,97.65,81.38,6,0.556,24,22,1,1,44,28,79,47,49,29,53,64,80,89,78,2,12,70,60,9585
Lineups,-203903-1628404-1628969-1628973-1630574-,J. Clarkson - J. Hart - M. Bridges - J. Brunson - A. Hukporti,1610612752,NYK,1,1,0,1.0,3.0,85.7,85.7,116.3,114.3,-30.6,-28.6,0.333,0.5,8.3,0.667,0.667,0.667,0.286,0.333,0.333,111.0,112.0,93.33,7,0.174,48,41,1,1,48,73,79,86,67,45,70,11,60,27,95,80,81,43,84,9000
Lineups,-203903-1626157-1628404-1628969-1628973-,J. Clarkson - K. Towns - J. Hart - M. Bridges - J. Brunson,1610612752,NYK,1,0,1,0.0,3.0,82.0,85.7,147.1,160.0,-65.1,-74.3,0.5,1.0,8.3,0.571,1.0,0.667,0.143,0.222,0.291,101.5,95.47,79.56,7,0.125,48,102,84,102,47,73,100,96,49,29,70,20,1,27,67,84,84,79,86,9050
Lineups,-203903-1626157-1628404-1628969-1630540-,J. Clarkson - K. Towns - J. Hart - M. Bridges - M. McBride,1610612752,NYK,1,1,0,1.0,3.0,183.8,200.0,40.0,33.3,143.8,166.7,0.75,0.0,33.3,0.5,1.0,0.833,0.0,0.75,0.776,95.1,100.25,83.54,5,1.148,48,41,1,1,53,3,21,4,26,51,2,22,1,15,1,21,22,64,11,7900
Lineups,-203903-1626157-1628384-1629013-1630631-,J. Clarkson - K. Towns - O. Anunoby - L. Shamet - J. Alvarado,1610612752,NYK,1,0,1,0.0,3.0,101.7,116.7,112.9,116.7,-11.2,0.0,0.333,0.5,14.3,0.0,0.75,0.5,0.333,0.75,0.717,102.4,93.91,78.26,6,0.667,48,102,84,102,46,44,82,63,67,45,53,64,49,57,97,21,30,86,47,9200
Lineups,-203903-1628384-1628969-1629011-1630631-,J. Clarkson - O. Anunoby - M. Bridges - M. Robinson - J. Alvarado,1610612752,NYK,1,0,1,0.0,3.0,125.0,100.0,100.0,100.0,25.0,0.0,1.0,0.0,25.0,0.333,1.0,0.6,0.0,0.5,0.5,74.8,84.16,70.13,5,0.619,48,102,84,102,55,55,57,63,1,51,13,44,1,42,1,56,67,100,52,7700
Lineups,-1626157-1628404-1628973-1629013-1630540-,K. Towns - J. Hart - J. Brunson - L. Shamet - M. McBride,1610612752,NYK,2,2,0,1.0,3.0,102.5,100.0,120.0,85.7,-17.5,14.3,1.0,1.0,14.3,0.333,0.333,0.333,0.2,0.375,0.512,76.9,93.41,77.84,5,0.083,24,22,1,1,45,55,50,50,1,29,53,44,83,84,84,76,62,87,89,9250
Lineups,-1626157-1628404-1628969-1629013-1630540-,K. Towns - J. Hart - M. Bridges - L. Shamet - M. McBride,1610612752,NYK,1,1,0,1.0,3.0,125.0,125.0,58.1,80.0,66.9,45.0,1.0,0.0,33.3,0.0,0.5,0.333,0.0,0.625,0.625,96.7,80.0,66.67,4,1.0,48,41,1,1,52,37,47,33,1,51,2,64,75,84,1,37,44,103,14,8100
Lineups,-1626157-1628404-1628969-1630540-1630631-,K. Towns - J. Hart - M. Bridges - M. McBride - J. Alvarado,1610612752,NYK,1,1,0,1.0,3.0,60.0,50.0,40.0,40.0,20.0,10.0,1.0,0.33,14.3,0.0,0.8,0.667,0.5,0.75,0.75,84.2,92.63,77.19,6,0.889,48,41,1,1,51,84,22,54,1,49,53,64,45,27,106,21,25,91,29,8550
Lineups,-1626157-1628384-1628969-1628973-1630540-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,1,1,0,1.0,3.0,170.1,166.7,140.0,116.7,30.1,50.0,1.0,3.0,33.3,0.0,0.667,0.5,0.167,1.0,1.025,87.5,96.54,80.45,6,0.649,48,41,1,1,49,14,82,27,1,5,2,64,60,57,78,2,2,75,49,8950
Lineups,-1626157-1628384-1628969-1630540-1630631-,K. Towns - O. Anunoby - M. Bridges - M. McBride - J. Alvarado,1610612752,NYK,2,2,0,1.0,3.0,133.3,114.3,116.7,100.0,16.7,14.3,0.5,2.0,20.0,0.5,0.75,0.667,0.143,0.667,0.667,86.4,100.8,84.0,7,0.536,24,22,1,1,42,48,57,50,49,15,32,22,49,27,67,30,35,62,65,10000
